query_id,item_id,position,relevance_feature,distance_score,rating_score,clicked
1,1,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0
1,2,2,0.15601864044243652,0.15599452033620265,0.05808361216819946,0
1,3,3,0.6011150117432088,0.7080725777960455,0.020584494295802447,1
1,4,4,0.8324426408004217,0.21233911067827616,0.18182496720710062,0
1,5,5,0.3042422429595377,0.5247564316322378,0.43194501864211576,0
2,1,1,0.6118528947223795,0.13949386065204183,0.29214464853521815,0
2,2,2,0.45606998421703593,0.7851759613930136,0.19967378215835974,0
2,3,3,0.5924145688620425,0.046450412719997725,0.6075448519014384,0
2,4,4,0.06505159298527952,0.9488855372533332,0.9656320330745594,0
2,5,5,0.3046137691733707,0.09767211400638387,0.6842330265121569,0
3,1,1,0.12203823484477883,0.4951769101112702,0.034388521115218396,1
3,2,2,0.2587799816000169,0.662522284353982,0.31171107608941095,0
3,3,3,0.5467102793432796,0.18485445552552704,0.9695846277645586,0
3,4,4,0.9394989415641891,0.8948273504276488,0.5978999788110851,1
3,5,5,0.0884925020519195,0.1959828624191452,0.045227288910538066,0
4,1,1,0.388677289689482,0.2713490317738959,0.8287375091519293,0
4,2,2,0.28093450968738076,0.5426960831582485,0.14092422497476265,0
4,3,3,0.07455064367977082,0.9868869366005173,0.7722447692966574,0
4,4,4,0.005522117123602399,0.8154614284548342,0.7068573438476171,0
4,5,5,0.7712703466859457,0.07404465173409036,0.3584657285442726,0
5,1,1,0.8631034258755935,0.6232981268275579,0.3308980248526492,1
5,2,2,0.3109823217156622,0.32518332202674705,0.7296061783380641,0
5,3,3,0.8872127425763265,0.4722149251619493,0.1195942459383017,0
5,4,4,0.7607850486168974,0.5612771975694962,0.770967179954561,0
5,5,5,0.5227328293819941,0.42754101835854963,0.02541912674409519,0
6,1,1,0.03142918568673425,0.6364104112637804,0.3143559810763267,0
6,2,2,0.907566473926093,0.24929222914887494,0.41038292303562973,1
6,3,3,0.22879816549162246,0.07697990982879299,0.289751452913768,0
6,4,4,0.9296976523425731,0.808120379564417,0.6334037565104235,1
6,5,5,0.8036720768991145,0.18657005888603584,0.8925589984899778,0
7,1,1,0.8074401551640625,0.8960912999234932,0.3180034749718639,1
7,2,2,0.22793516254194168,0.4271077886262563,0.8180147659224931,1
7,3,3,0.006952130531190703,0.5107473025775657,0.417411003148779,0
7,4,4,0.1198653673336828,0.33761517140362796,0.9429097039125192,0
7,5,5,0.5187906217433661,0.7030189588951778,0.363629602379294,1
8,1,1,0.9624472949421112,0.25178229582536416,0.49724850589238545,1
8,2,2,0.2848404943774676,0.036886947354532795,0.6095643339798968,0
8,3,3,0.05147875124998935,0.27864646423661144,0.9082658859666537,0
8,4,4,0.1448948720912231,0.489452760277563,0.9856504541106007,0
8,5,5,0.6721355474058786,0.7616196153287176,0.23763754399239967,0
9,1,1,0.3677831327192532,0.6323058305935795,0.6335297107608947,0
9,2,2,0.0902897700544083,0.835302495589238,0.32078006497173583,0
9,3,3,0.040775141554763916,0.5908929431882418,0.6775643618422824,0
9,4,4,0.512093058299281,0.22649577519793795,0.6451727904094499,0
9,5,5,0.690937738102466,0.3867353463005374,0.9367299887367345,0
10,1,1,0.3410663510502585,0.11347352124058907,0.9246936182785628,1
10,2,2,0.2579416277151556,0.659984046034179,0.8172222002012158,0
10,3,3,0.5296505783560065,0.24185229090045168,0.09310276780589921,1
10,4,4,0.9004180571633305,0.6331014572732679,0.3390297910487007,0
10,5,5,0.7259556788702394,0.8971102599525771,0.8870864242651173,0
11,1,1,0.6420316461542878,0.08413996499504883,0.16162871409461377,1
11,2,2,0.6064290596595899,0.009197051616629648,0.1014715428660321,0
11,3,3,0.005061583846218687,0.16080805141749865,0.5487337893665861,0
11,4,4,0.6519612595026005,0.22426930946055978,0.7121792213475359,0
11,5,5,0.3253996981592677,0.7464914051180241,0.6496328990472147,0
12,1,1,0.6576128923003434,0.5683086033354716,0.09367476782809248,0
12,2,2,0.26520236768172545,0.24398964337908358,0.9730105547524456,0
12,3,3,0.8920465551771133,0.6311386259972629,0.7948113035416484,0
12,4,4,0.5769038846263591,0.4925176938188639,0.1952429877980445,0
12,5,5,0.2807723624408558,0.02431596643145384,0.6454722959071678,0
13,1,1,0.9404585843529143,0.9539285770025874,0.9148643902204485,1
13,2,2,0.015456616528867428,0.9283185625877254,0.42818414831731433,1
13,3,3,0.9636199770892528,0.8530094554673601,0.2944488920695857,0
13,4,4,0.8511366715168569,0.31692200515627766,0.1694927466860925,0
13,5,5,0.936154774160781,0.696029796674973,0.570061170089365,0
14,1,1,0.6150072266991697,0.9900538501042633,0.14008401523652403,1
14,2,2,0.8773730719279554,0.7407686177542044,0.697015740995268,1
14,3,3,0.35949115121975517,0.29359184426449336,0.8093611554785136,0
14,4,4,0.8670723185801037,0.9132405525564713,0.5113423988609378,0
14,5,5,0.7982951789667752,0.6499639307777652,0.7019668772577033,0
15,1,1,0.8900053418175663,0.3379951568515358,0.375582952639944,1
15,2,2,0.578280140996174,0.035942273796742086,0.46559801813246016,0
15,3,3,0.2865412521282844,0.5908332605690108,0.03050024993904943,0
15,4,4,0.8226005606596583,0.3601906414112629,0.12706051265188478,0
15,5,5,0.7699935530986108,0.21582102749684318,0.6228904758190003,0
16,1,1,0.0516817211686077,0.531354631568148,0.5406351216101065,0
16,2,2,0.7260913337226615,0.9758520794625346,0.5163003483011953,0
16,3,3,0.7951861947687037,0.2708322512620742,0.4389714207056361,0
16,4,4,0.02535074341545751,0.9626484146779251,0.8359801205122058,0
16,5,5,0.4089529444142699,0.17329432007084578,0.15643704267108605,0
17,1,1,0.5492266647061205,0.7145959227000623,0.6601973767177313,1
17,2,2,0.9548652806631941,0.7378969166957685,0.5543540525114007,1
17,3,3,0.4196000624277899,0.24773098950115746,0.3559726786512616,0
17,4,4,0.014393488629755868,0.11607264050691624,0.04600264202175275,0
17,5,5,0.8554605840110072,0.7036578593800237,0.4741738290873252,0
18,1,1,0.49161587511683236,0.4734717707805657,0.17320186991001518,0
18,2,2,0.39850473439737344,0.6158500980522165,0.6350936508676438,0
18,3,3,0.3746126146264712,0.6258599157142364,0.5031362585800877,1
18,4,4,0.658693631618945,0.1629344270814297,0.07056874740042984,0
18,5,5,0.026511310541621813,0.5857755812734633,0.9402302414249576,0
19,1,1,0.3881699262065219,0.6432882184423532,0.45825289049151663,1
19,2,2,0.9414648087765252,0.38610263780077425,0.9611905638239142,1
19,3,3,0.19579113478929644,0.06936130087516545,0.10077800137742665,0
19,4,4,0.0944429607559284,0.6830067734163568,0.07118864846022899,0
19,5,5,0.8448753109694546,0.023271935735825866,0.8144684825889358,0
20,1,1,0.11816482762165625,0.6967371653641506,0.628942846779884,1
20,2,2,0.7350710438038858,0.8034809303848486,0.2820345725713065,0
20,3,3,0.7506147516408583,0.806834739267264,0.9905051420006733,0
20,4,4,0.37201808579278317,0.7764129607419968,0.34080354025301784,1
20,5,5,0.8584127518430118,0.42899402737501835,0.7508710677914974,0
21,1,1,0.10312386883593261,0.9025529066795667,0.5052523724478571,1
21,2,2,0.32004960103061175,0.8955232284962005,0.3892016787341631,0
21,3,3,0.9053819764192637,0.09128667678613356,0.31931363759041487,1
21,4,4,0.9506071469375561,0.5734378881232861,0.6318372121697993,0
21,5,5,0.29321077169806453,0.32866454536991596,0.6725184560770384,0
22,1,1,0.7915790437258485,0.7896181427945539,0.09120610304869037,1
22,2,2,0.057558760016644284,0.5495288823237355,0.441530501373377,1
22,3,3,0.3509150125520787,0.11706701642760586,0.14299168205283586,0
22,4,4,0.6182180633162611,0.10112267612279024,0.08410680611499743,0
22,5,5,0.07276300636419353,0.8218600592903562,0.7062422271564962,0
23,1,1,0.08483771408519192,0.9866395785011755,0.3742707957561203,0
23,2,2,0.8127995672575026,0.9472485773838587,0.9860010638228709,1
23,3,3,0.37625958553091576,0.08350071669866876,0.7771469159274368,0
23,4,4,0.4242220092469763,0.906354385094736,0.11119748230615134,0
23,5,5,0.011353644767419069,0.46866064199412627,0.05630327568183735,0
24,1,1,0.11752624677710488,0.6492103021160636,0.7460448792654233,0
24,2,2,0.9621725484745419,0.37487057952370406,0.28571208628186073,1
24,3,3,0.22359583851945264,0.9632225394406113,0.012154474689816341,1
24,4,4,0.04315991195057611,0.8911431136980711,0.5277011090862999,1
24,5,5,0.07379656473539886,0.5538542844013208,0.969302535619099,0
25,1,1,0.6293986381352625,0.6957486889846172,0.45454106476777323,0
25,2,2,0.5843143119231002,0.901158010490989,0.04544638034145787,0
25,3,3,0.9504114840765587,0.8902637838909163,0.45565675278571294,0
25,4,4,0.2773811829811327,0.1881211597237613,0.46369840493998216,0
25,5,5,0.5836561118508721,0.07773463696498484,0.9743948076661665,1
26,1,1,0.6981617140197451,0.5360963663441204,0.30952761628632774,0
26,2,2,0.6847311725538793,0.1626169393448913,0.9109271844938425,1
26,3,3,0.949799913291924,0.72571950838836,0.6134151959357899,0
26,4,4,0.9327284833540133,0.8660638895004084,0.04521867010618941,0
26,5,5,0.3764633668780496,0.8105533307818329,0.9872761293149445,0
27,1,1,0.5941307153521351,0.3808908566310215,0.9699143978146032,0
27,2,2,0.8383287047111379,0.4686931597949703,0.4148195023376652,0
27,3,3,0.056375496650927115,0.8647223762550532,0.8129010091300776,1
27,4,4,0.9966368370739054,0.5554317056026274,0.7689874151805105,1
27,5,5,0.8496473906774115,0.24734810174319766,0.4505441353100935,0
28,1,1,0.9540510272587224,0.60617463445088,0.22864280550346272,0
28,2,2,0.6181282404578958,0.3581627180328405,0.11355759219962902,0
28,3,3,0.5203077009037933,0.7723183917356393,0.5201635011119934,1
28,4,4,0.5519068387744855,0.5609379715353863,0.876653602658345,0
28,5,5,0.13401522845064073,0.028782676313338973,0.755137255673619,0
29,1,1,0.7040797680992236,0.21296416150891073,0.13637147558676976,0
29,2,2,0.350587558806597,0.5899176868546331,0.3922440450997323,0
29,3,3,0.9041586944937484,0.34825546702330035,0.5139894891598108,1
29,4,4,0.39654278232127016,0.6220867002278735,0.8623637087467452,1
29,5,5,0.14707348092903794,0.9265876251614944,0.4921162930795382,0
30,1,1,0.4591357562382613,0.980032575285477,0.4926180939928696,1
30,2,2,0.6334008543167258,0.24014561877819307,0.07586332810866392,0
30,3,3,0.12804583895777244,0.15190269351229435,0.13882717264941014,0
30,4,4,0.18188008439914483,0.3456672833238632,0.8967884099060118,0
30,5,5,0.6675577385210272,0.17231987120162984,0.19228901880867078,0
31,1,1,0.16893506307216455,0.2785903390319586,0.17701048427674682,0
31,2,2,0.12063587110060081,0.46077876803272577,0.2063337184057925,0
31,3,3,0.5034172708548569,0.6903948286293653,0.039312139841098936,0
31,4,4,0.6279003894909078,0.08175903194887191,0.8735786241067772,1
31,5,5,0.06107795985486375,0.2768776481472037,0.8062012797930613,0
32,1,1,0.18452101935637732,0.2093493233367103,0.370472102791382,0
32,2,2,0.618254771530296,0.3689136395697724,0.4625347161331479,1
32,3,3,0.0366832028905979,0.25243694434402075,0.7133495858845524,0
32,4,4,0.5116774421156661,0.5321134852653157,0.10717201133977605,0
32,5,5,0.5326172664550232,0.24247050363472966,0.26924323094938096,0
33,1,1,0.02007119777772637,0.3220791655831783,0.21144800699654465,0
33,2,2,0.11976213181925122,0.890527280739895,0.5935924535540487,0
33,3,3,0.7891712386073383,0.4984421989290573,0.08692028808742369,0
33,4,4,0.5868411180208791,0.74543947418433,0.4316595462296794,0
33,5,5,0.28377590579872447,0.3630822963986351,0.6459172413316012,0
34,1,1,0.35609672589784624,0.9865152487929797,0.6057748193568872,1
34,2,2,0.10178247262040374,0.15285913918433203,0.24595772838450813,0
