query_id,item_id,position,relevance_feature,distance_score,rating_score,clicked,propensity,ipw_weight
1,1,1,0.3745401188473625,0.9507143064099162,0.7319939418114051,0,1.0,1.0
1,2,2,0.1560186404424365,0.1559945203362026,0.0580836121681994,0,0.5,2.0
1,3,3,0.6011150117432088,0.7080725777960455,0.0205844942958024,1,0.3333333333333333,3.0
1,4,4,0.8324426408004217,0.2123391106782761,0.1818249672071006,0,0.25,4.0
1,5,5,0.3042422429595377,0.5247564316322378,0.4319450186421157,0,0.2,5.0
2,1,1,0.6118528947223795,0.1394938606520418,0.2921446485352181,0,1.0,1.0
2,2,2,0.4560699842170359,0.7851759613930136,0.1996737821583597,0,0.5,2.0
2,3,3,0.5924145688620425,0.0464504127199977,0.6075448519014384,0,0.3333333333333333,3.0
2,4,4,0.0650515929852795,0.9488855372533332,0.9656320330745594,0,0.25,4.0
2,5,5,0.3046137691733707,0.0976721140063838,0.6842330265121569,0,0.2,5.0
3,1,1,0.1220382348447788,0.4951769101112702,0.0343885211152183,1,1.0,1.0
3,2,2,0.2587799816000169,0.662522284353982,0.3117110760894109,0,0.5,2.0
3,3,3,0.5467102793432796,0.184854455525527,0.9695846277645586,0,0.3333333333333333,3.0
3,4,4,0.9394989415641892,0.8948273504276488,0.5978999788110851,1,0.25,4.0
3,5,5,0.0884925020519195,0.1959828624191452,0.045227288910538,0,0.2,5.0
4,1,1,0.388677289689482,0.2713490317738959,0.8287375091519293,0,1.0,1.0
4,2,2,0.2809345096873807,0.5426960831582485,0.1409242249747626,0,0.5,2.0
4,3,3,0.0745506436797708,0.9868869366005172,0.7722447692966574,0,0.3333333333333333,3.0
4,4,4,0.0055221171236023,0.8154614284548342,0.7068573438476171,0,0.25,4.0
4,5,5,0.7712703466859457,0.0740446517340903,0.3584657285442726,0,0.2,5.0
5,1,1,0.8631034258755935,0.6232981268275579,0.3308980248526492,1,1.0,1.0
5,2,2,0.3109823217156622,0.325183322026747,0.7296061783380641,0,0.5,2.0
5,3,3,0.8872127425763265,0.4722149251619493,0.1195942459383017,0,0.3333333333333333,3.0
5,4,4,0.7607850486168974,0.5612771975694962,0.770967179954561,0,0.25,4.0
5,5,5,0.5227328293819941,0.4275410183585496,0.0254191267440951,0,0.2,5.0
6,1,1,0.0314291856867342,0.6364104112637804,0.3143559810763267,0,1.0,1.0
6,2,2,0.907566473926093,0.2492922291488749,0.4103829230356297,1,0.5,2.0
6,3,3,0.2287981654916224,0.0769799098287929,0.289751452913768,0,0.3333333333333333,3.0
6,4,4,0.9296976523425732,0.808120379564417,0.6334037565104235,1,0.25,4.0
6,5,5,0.8036720768991145,0.1865700588860358,0.8925589984899778,0,0.2,5.0
7,1,1,0.8074401551640625,0.8960912999234932,0.3180034749718639,1,1.0,1.0
7,2,2,0.2279351625419416,0.4271077886262563,0.8180147659224931,1,0.5,2.0
7,3,3,0.0069521305311907,0.5107473025775657,0.417411003148779,0,0.3333333333333333,3.0
7,4,4,0.1198653673336828,0.3376151714036279,0.9429097039125192,0,0.25,4.0
7,5,5,0.5187906217433661,0.7030189588951778,0.363629602379294,1,0.2,5.0
8,1,1,0.9624472949421112,0.2517822958253641,0.4972485058923854,1,1.0,1.0
8,2,2,0.2848404943774676,0.0368869473545327,0.6095643339798968,0,0.5,2.0
8,3,3,0.0514787512499893,0.2786464642366114,0.9082658859666536,0,0.3333333333333333,3.0
8,4,4,0.1448948720912231,0.489452760277563,0.9856504541106008,0,0.25,4.0
8,5,5,0.6721355474058786,0.7616196153287176,0.2376375439923996,0,0.2,5.0
9,1,1,0.3677831327192532,0.6323058305935795,0.6335297107608947,0,1.0,1.0
9,2,2,0.0902897700544083,0.835302495589238,0.3207800649717358,0,0.5,2.0
9,3,3,0.0407751415547639,0.5908929431882418,0.6775643618422824,0,0.3333333333333333,3.0
9,4,4,0.512093058299281,0.2264957751979379,0.6451727904094499,0,0.25,4.0
9,5,5,0.690937738102466,0.3867353463005374,0.9367299887367344,0,0.2,5.0
10,1,1,0.3410663510502585,0.113473521240589,0.9246936182785628,1,1.0,1.0
10,2,2,0.2579416277151556,0.659984046034179,0.8172222002012158,0,0.5,2.0
10,3,3,0.5296505783560065,0.2418522909004516,0.0931027678058992,1,0.3333333333333333,3.0
10,4,4,0.9004180571633305,0.6331014572732679,0.3390297910487007,0,0.25,4.0
10,5,5,0.7259556788702394,0.8971102599525771,0.8870864242651173,0,0.2,5.0
11,1,1,0.6420316461542878,0.0841399649950488,0.1616287140946137,1,1.0,1.0
11,2,2,0.6064290596595899,0.0091970516166296,0.1014715428660321,0,0.5,2.0
11,3,3,0.0050615838462186,0.1608080514174986,0.5487337893665861,0,0.3333333333333333,3.0
11,4,4,0.6519612595026005,0.2242693094605597,0.7121792213475359,0,0.25,4.0
11,5,5,0.3253996981592677,0.7464914051180241,0.6496328990472147,0,0.2,5.0
12,1,1,0.6576128923003434,0.5683086033354716,0.0936747678280924,0,1.0,1.0
12,2,2,0.2652023676817254,0.2439896433790835,0.9730105547524456,0,0.5,2.0
12,3,3,0.8920465551771133,0.6311386259972629,0.7948113035416484,0,0.3333333333333333,3.0
12,4,4,0.5769038846263591,0.4925176938188639,0.1952429877980445,0,0.25,4.0
12,5,5,0.2807723624408558,0.0243159664314538,0.6454722959071678,0,0.2,5.0
13,1,1,0.9404585843529144,0.9539285770025874,0.9148643902204484,1,1.0,1.0
13,2,2,0.0154566165288674,0.9283185625877254,0.4281841483173143,1,0.5,2.0
13,3,3,0.9636199770892528,0.8530094554673601,0.2944488920695857,0,0.3333333333333333,3.0
13,4,4,0.8511366715168569,0.3169220051562776,0.1694927466860925,0,0.25,4.0
13,5,5,0.936154774160781,0.696029796674973,0.570061170089365,0,0.2,5.0
14,1,1,0.6150072266991697,0.9900538501042632,0.140084015236524,1,1.0,1.0
14,2,2,0.8773730719279554,0.7407686177542044,0.697015740995268,1,0.5,2.0
14,3,3,0.3594911512197551,0.2935918442644933,0.8093611554785136,0,0.3333333333333333,3.0
14,4,4,0.8670723185801037,0.9132405525564712,0.5113423988609378,0,0.25,4.0
14,5,5,0.7982951789667752,0.6499639307777652,0.7019668772577033,0,0.2,5.0
15,1,1,0.8900053418175663,0.3379951568515358,0.375582952639944,1,1.0,1.0
15,2,2,0.578280140996174,0.035942273796742,0.4655980181324601,0,0.5,2.0
15,3,3,0.2865412521282844,0.5908332605690108,0.0305002499390494,0,0.3333333333333333,3.0
15,4,4,0.8226005606596583,0.3601906414112629,0.1270605126518847,0,0.25,4.0
15,5,5,0.7699935530986108,0.2158210274968431,0.6228904758190003,0,0.2,5.0
16,1,1,0.0516817211686077,0.531354631568148,0.5406351216101065,0,1.0,1.0
16,2,2,0.7260913337226615,0.9758520794625346,0.5163003483011953,0,0.5,2.0
16,3,3,0.7951861947687037,0.2708322512620742,0.4389714207056361,0,0.3333333333333333,3.0
16,4,4,0.0253507434154575,0.9626484146779252,0.8359801205122058,0,0.25,4.0
16,5,5,0.4089529444142699,0.1732943200708457,0.156437042671086,0,0.2,5.0
17,1,1,0.5492266647061205,0.7145959227000623,0.6601973767177313,1,1.0,1.0
17,2,2,0.954865280663194,0.7378969166957685,0.5543540525114007,1,0.5,2.0
17,3,3,0.4196000624277899,0.2477309895011574,0.3559726786512616,0,0.3333333333333333,3.0
17,4,4,0.0143934886297558,0.1160726405069162,0.0460026420217527,0,0.25,4.0
17,5,5,0.8554605840110072,0.7036578593800237,0.4741738290873252,0,0.2,5.0
18,1,1,0.4916158751168323,0.4734717707805657,0.1732018699100151,0,1.0,1.0
18,2,2,0.3985047343973734,0.6158500980522165,0.6350936508676438,0,0.5,2.0
18,3,3,0.3746126146264712,0.6258599157142364,0.5031362585800877,1,0.3333333333333333,3.0
18,4,4,0.658693631618945,0.1629344270814297,0.0705687474004298,0,0.25,4.0
18,5,5,0.0265113105416218,0.5857755812734633,0.9402302414249576,0,0.2,5.0
19,1,1,0.3881699262065219,0.6432882184423532,0.4582528904915166,1,1.0,1.0
19,2,2,0.9414648087765252,0.3861026378007742,0.9611905638239142,1,0.5,2.0
19,3,3,0.1957911347892964,0.0693613008751654,0.1007780013774266,0,0.3333333333333333,3.0
19,4,4,0.0944429607559284,0.6830067734163568,0.0711886484602289,0,0.25,4.0
19,5,5,0.8448753109694546,0.0232719357358258,0.8144684825889358,0,0.2,5.0
